code,employment,employment2,occupation,code.variants,career_cluster,entry_level_education,typical_on_the_job_training,annual_wage_2021,projected_growth_2020.2030,programming.l,operations_analysis.l,written_expression.l,installation.l,equipment_selection.l,equipment_maintenance.l,repairing.l,finger_dexterity.l,manual_dexterity.l,wrist_finger_speed.l,repairing_and_maintaining_electronic_equipment.l,repairing_and_maintaining_mechanical_equipment.l,therapy_and_counseling.l,medicine_and_dentistry.l,biology.l,deal_with_physically_aggressive_people.l,exposed_to_disease_or_infections.l,physical_proximity.l,assisting_and_caring_for_others.l,spatial_orientation.l,sound_localization.l,glare_sensitivity.l,night_vision.l,peripheral_vision.l,transportation.l,exposed_to_whole_body_vibrations.l,extremely_bright_or_inadequate_lighting.l,very_hot_or_cold_temperatures.l,exposed_to_high_places.l,in_a_enclosed_vehicle_or_equipment.l,in_an_open_vehicle_or_equipment.l,indoors_not_environmentally_controlled.l,outdoors_exposed_to_weather.l,outdoors_under_cover.l,operating_vehicles_mechanized_devices_or_equipment.l,personnel_and_human_resources.l,monitoring_and_controlling_resources.l,staffing_organizational_units.l,telephone.l,contact_with_others.l,deal_with_unpleasant_or_angry_people.l,frequency_of_conflict_situations.l,deal_with_external_customers.l,work_with_work_group_or_team.l,interpreting_the_meaning_of_information_for_others.l,processing_information.l,working_with_computers.l,economics_and_accounting.l,customer_and_personal_service.l,sales_and_marketing.l,performing_for_or_working_directly_with_the_public.l,selling_or_influencing_others.l,explosive_strength.l,control_precision.l,multilimb_coordination.l,arm_hand_steadiness.l,reaction_time.l,administrative.l,computers_and_electronics.l,electronic_mail.l,importance_of_being_exact_or_accurate.l,importance_of_repeating_same_tasks.l,building_and_construction.l,engineering_and_technology.l,design.l,production_and_processing.l,basic.mathematics.l,number_facility.l,mathematical_reasoning.l,rate_control.l,spend_time_using_your_hands_to_handle_control_or_feel_objects_tools_or_controls.l,exposed_to_contaminants.l,exposed_to_hazardous_equipment.l,wear_common_protective_or_safety_equipment.l,pace_determined_by_speed_of_equipment.l,controlling_machines_and_processes.l,handling_and_moving_objectives.l,history_and_archeology.l,philosophy_and_theology.l,fine_arts.l,communications_and_media.l,geography.l,sociology_and_anthropology.l,public_speaking.l,gross_body_equilibrium.l,extent_flexibility.l,gross_body_coordination.l,static_strength.l,dynamic_strength.l,trunk_strength.l,stamina.l,speed_of_limb_movement.l,spend_time_bending_or_twisting_the_body.l,spend_time_keeping_or_regaining_balance.l,spend_time_kneeling_crouching_stooping_or_crawling.l,spend_time_making_repetitive_motions.l,spend_time_standing.l,spend_time_walking_and_running.l,exposed_to_minor_burns_cuts_bites_or_stings.l,performing_general_physical_activities.l
39-9032,264020,264020,Recreation Workers,1,Hospitality & Tourism,High school diploma or equivalent,Short-term on-the-job training,29680,Much faster than average,5,27,45,0,5,0,0,28.999999999999996,11,9,24,33,56.00000000000001,15,10,32,37,72,62,0,0,0,0,0,33,0,11,11,4,32,2,21,30,19,26,34,61,45,89,95,64,51,64,87,47,63,46,20,60,26,56.99999999999999,44,14.000000000000002,16,27,28.999999999999996,13,51,50,62,56.99999999999999,61,0,0,15,22,28.999999999999996,30,28.999999999999996,0,31,40,4,32,2,27,50,27,50,28.000000000000004,34,21,38,49,27,30,41,30,28.999999999999996,37,39,14.000000000000002,30,18,17,31,49,40,16,56.99999999999999
39-9041,92500,92500,Residential Advisors,1,Human Services,High school diploma or equivalent,Short-term on-the-job training,31220,Faster than average,7.000000000000001,25,46,0,0,0,0,25,14.000000000000002,0,17,0,51,39,8,39,24,62,73,9,7.000000000000001,5,7.000000000000001,7.000000000000001,19,1,20,26,1,45,6,15,47,30,33,52,51,44,80,89,61,78,61,83,37,48,48,26,82,20,43,30,0,5,20,14.000000000000002,13,53,50,90,63,56.00000000000001,0,19,18,25,28.999999999999996,28.999999999999996,28.999999999999996,5,24,13,1,37,1,21,50,17,44,20,43,28.000000000000004,44,45,14.000000000000002,16,16,18,16,30,18,9,11,10,10,21,44,46,13,41
41-1011,1143260,1143260,First-Line Supervisors of Retail Sales Workers,1,Marketing,High school diploma or equivalent,None,39230,Decline,14.000000000000002,30,54,0,0,0,0,34,28.999999999999996,25,12,14.000000000000002,28.999999999999996,15,0,9,10,66,47,0,0,0,0,0,12,0,5,21,28.999999999999996,16,4,19,26,10,13,43,42,51,94,96,65,64,89,94,36,43,44,52,80,52,66,59,11,21,32,34,7.000000000000001,56.99999999999999,55.00000000000001,77,75,65,0,12,14.000000000000002,39,43,41,41,5,62,35,7.000000000000001,17,6,30,53,0,15,0,28.999999999999996,0,16,24,23,36,28.999999999999996,32,28.999999999999996,32,25,13,34,10,37,43,72,53,20,37
41-1012,243920,243920,First-Line Supervisors of Non-Retail Sales Workers,1,Marketing,High school diploma or equivalent,None,79680,Decline,9,30,55.00000000000001,0,0,0,0,32,11,7.000000000000001,30,19,12,0,0,6,1,51,37,0,0,0,0,0,27,1,27,43,13,57.99999999999999,7.000000000000001,34,47,33,28.000000000000004,61,53,52,99,93,54,63,81,92,47,66,54,47,72,56.99999999999999,44,53,0,9,0,7.000000000000001,0,41,54,100,81,67,0,14.000000000000002,17,40,43,45,45,0,49,27,14.000000000000002,14.000000000000002,20,41,38,0,0,0,36,22,0,61,0,0,0,0,0,20,0,0,31,9,22,56.00000000000001,37,39,14.000000000000002,32
41-2011,3318020,3318020,Cashiers,1,Marketing,No formal educational credential,Short-term on-the-job training,27260,Decline,0,0,39,0,0,0,0,32,30,27,13,15,0,12,0,17,28.000000000000004,75,41,0,0,0,0,0,16,0,5,16,1,2,0,4,5,3,14.000000000000002,28.999999999999996,21,0,77,96,68,54,88,84,26,40,21,21,66,39,56.00000000000001,42,11,30,28.999999999999996,30,14.000000000000002,42,31,28.999999999999996,85,60,0,0,0,27,32,34,32,14.000000000000002,64,16,2,36,13,38,56.00000000000001,0,0,0,18,0,13,19,18,32,27,28.999999999999996,18,37,27,5,45,10,18,66,79,45,13,39
41-2012,17150,17150,Gambling Change Persons and Booth Cashiers,1,Hospitality & Tourism,No formal educational credential,Short-term on-the-job training,28600,Much faster than average,0,0,32,0,14.000000000000002,14.000000000000002,23,37,30,23,32,31,0,0,0,32,27,70,47,0,9,0,0,0,0,5,28.000000000000004,6,0,0,9,4,9,9,0,0,32,21,75,97,90,59,82,67,40,55.00000000000001,40,26,56.00000000000001,13,62,25,0,30,27,34,16,41,40,21,96,87,0,0,0,0,36,43,34,14.000000000000002,54,64,9,13,25,34,47,0,0,0,18,0,19,22,16,27,23,25,18,28.999999999999996,18,13,44,20,16,89,86,43,17,44
41-2021,371620,371620,Counter and Rental Clerks,1,Marketing,No formal educational credential,Short-term on-the-job training,31330,Average,7.000000000000001,0,43,0,11,9,9,28.999999999999996,28.999999999999996,20,27,33,0,0,0,16,10,68,39,11,9,9,11,13,35,0,14.000000000000002,36,0,49,0,21,46,24,40,25,37,24,100,98,76,70,86,88,33,48,44,26,63,50,63,45,7.000000000000001,36,28.999999999999996,30,23,56.00000000000001,44,75,75,67,0,0,20,26,32,39,34,16,53,60,4,17,11,31,56.00000000000001,0,15,9,28.000000000000004,21,17,17,16,20,21,28.999999999999996,16,28.999999999999996,20,7.000000000000001,15,7.000000000000001,16,46,55.00000000000001,36,27,38
41-2022,265130,265130,Parts Salespersons,1,Marketing,No formal educational credential,Moderate-term on-the-job training,34260,Slower than average,9,5,41,0,28.999999999999996,20,28.999999999999996,37,34,9,40,44,0,0,0,18,0,67,47,14.000000000000002,13,9,9,13,30,3,34,36,12,38,34,69,42,20,45,31,54,32,100,99,64,57.99999999999999,99,88,46,54,67,25,62,56.99999999999999,71,68,16,32,28.999999999999996,37,16,35,37,77,83,81,0,16,0,38,36,34,32,14.000000000000002,69,66,42,24,13,49,65,0,0,0,27,0,0,15,25,41,27,39,20,36,25,7.000000000000001,36,16,22,59,68,51,27,50
41-2031,3693490,3693490,Retail Salespersons,1,Marketing,No formal educational credential,Short-term on-the-job training,29120,Little or no change,0,9,43,0,0,0,0,32,27,5,21,17,17,0,0,14.000000000000002,19,69,37,0,0,0,0,0,18,0,20,24,14.000000000000002,34,6,15,40,18,12,24,16,12,90,97,72,52,90,84,30,40,36,24,57.99999999999999,64,69,64,11,28.999999999999996,25,28.999999999999996,7.000000000000001,46,44,72,79,63,0,20,19,28.999999999999996,28.999999999999996,37,32,5,53,32,9,13,4,36,56.00000000000001,0,0,11,32,14.000000000000002,23,25,20,23,25,25,16,39,25,7.000000000000001,28.000000000000004,8,20,44,77,69,18,41
41-3011,96660,96660,Advertising Sales Agents,1,Marketing,High school diploma or equivalent,Moderate-term on-the-job training,52340,Slower than average,16,28.999999999999996,54,0,0,0,0,16,0,0,12,0,0,0,0,2,3,55.00000000000001,32,7.000000000000001,7.000000000000001,0,0,0,18,0,13,35,3,77,2,23,44,16,24,36,32,19,100,95,54,50,95,84,33,56.99999999999999,49,37,81,84,74,85,0,20,13,5,5,63,60,100,76,42,0,23,25,39,39,41,41,5,25,5,0,1,7.000000000000001,13,18,14.000000000000002,21,22,60,22,16,48,0,0,0,0,0,28.999999999999996,0,0,3,2,3,25,35,28.999999999999996,1,24
41-3021,422600,422600,Insurance Sales Agents,1,Finance,High school diploma or equivalent,Moderate-term on-the-job training,49840,Average,11,21,54,0,0,0,0,16,0,7.000000000000001,0,0,16,13,0,3,10,61,28.999999999999996,0,0,0,0,0,34,0,17,10,3,63,0,27,34,16,22,34,24,19,100,93,54,61,99,67,36,52,53,44,70,68,56.99999999999999,60,0,7.000000000000001,5,0,0,44,47,100,93,70,0,0,0,32,43,43,43,0,23,18,0,9,0,0,19,0,0,0,31,25,0,31,0,0,0,0,0,18,0,0,6,5,5,28.999999999999996,23,19,5,18
41-3031,426870,426870,"Securities, Commodities, and Financial Services Sales Agents",1,Finance,Bachelor's degree,Moderate-term on-the-job training,62910,Slower than average,17,0,55.00000000000001,0,0,0,0,24,0,0,0,0,0,0,0,3,4,52,27,0,0,0,0,0,0,0,3,3,2,18,1,7.000000000000001,3,3,0,32,40,0,99,92,48,47,80,80,54,69,59,60,67,60,44,62,0,0,0,0,0,52,54,98,90,61,0,23,0,20,54,53,51,0,42,4,0,2,5,0,0,16,0,0,30,21,0,31,0,0,0,0,0,0,0,0,6,0,1,43,19,9,0,0
41-3041,37190,37190,Travel Agents,1,Hospitality & Tourism,High school diploma or equivalent,Moderate-term on-the-job training,43810,Average,11,18,43,0,0,0,0,21,11,25,17,0,0,0,0,8,0,55.00000000000001,33,0,0,0,0,0,36,0,3,1,0,3,0,2,2,0,0,28.999999999999996,30,28.999999999999996,100,86,40,52,86,61,44,66,55.00000000000001,38,68,64,64,60,0,7.000000000000001,0,11,0,57.99999999999999,56.99999999999999,100,95,53,0,0,0,21,36,41,28.999999999999996,0,68,4,0,0,6,13,15,13,13,0,47,53,15,14.000000000000002,0,0,0,0,5,21,0,0,15,4,5,52,17,1,0,7.000000000000001
41-4011,266160,133080,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2,Marketing,Bachelor's degree,Moderate-term on-the-job training,94840,Average,14.000000000000002,36,55.00000000000001,0,9,0,0,28.999999999999996,0,0,0,0,14.000000000000002,12,0,5,6,46,30,0,0,0,0,0,30,1,20,31,18,66,12,47,31,5,23,23,21,0,100,89,63,64,70,82,35,39,41,28.000000000000004,65,68,26,55.00000000000001,0,27,27,0,0,47,54,100,84,45,16,38,28.999999999999996,48,41,45,39,0,33,45,31,35,18,14.000000000000002,17,0,13,0,33,27,22,27,0,0,0,0,0,25,0,0,19,3,8,28.000000000000004,43,30,12,15
41-4011,266160,133080,Solar Sales Representatives and Assessors,2,Marketing,Bachelor's degree,Moderate-term on-the-job training,94840,Average,11,0,50,0,0,0,0,30,5,0,20,20,0,0,0,2,6,47,30,11,0,0,0,0,15,1,31,36,45,81,2,35,57.99999999999999,25,23,39,30,0,100,93,40,63,92,91,34,52,46,52,79,75,53,77,0,23,21,23,0,56.00000000000001,55.00000000000001,100,81,42,50,61,56.99999999999999,40,46,41,46,0,18,17,6,18,5,9,40,12,21,0,33,42,22,53,23,14.000000000000002,16,18,14.000000000000002,21,14.000000000000002,0,13,11,7.000000000000001,35,47,25,11,53
41-4012,1242490,1242490,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1,Marketing,High school diploma or equivalent,Moderate-term on-the-job training,61600,Slower than average,7.000000000000001,18,54,0,0,0,0,28.999999999999996,20,9,0,0,0,0,0,3,2,52,39,11,7.000000000000001,11,9,11,56.00000000000001,0,19,38,2,83,13,17,44,4,44,0,33,0,100,100,65,57.99999999999999,98,98,28.999999999999996,41,45,34,78,75,54,73,7.000000000000001,27,28.999999999999996,25,11,28.999999999999996,50,94,69,61,0,0,0,32,32,36,34,9,35,51,8,21,4,36,52,0,0,0,49,0,18,27,5,11,9,9,7.000000000000001,23,11,0,33,10,22,37,44,38,13,45
41-9011,40680,40680,Demonstrators and Product Promoters,1,Marketing,No formal educational credential,Short-term on-the-job training,32350,Average,0,28.999999999999996,43,0,0,0,0,25,20,7.000000000000001,11,0,0,0,11,4,0,67,31,5,0,0,0,0,27,0,9,10,3,8,0,6,8,10,10,25,20,21,57.99999999999999,96,61,47,86,71,27,27,23,12,57.99999999999999,52,70,70,13,16,28.999999999999996,27,9,37,40,66,59,48,0,12,0,25,27,30,30,9,77,20,10,39,12,26,50,0,0,0,39,0,28.000000000000004,50,20,28.999999999999996,27,30,27,30,25,0,44,23,25,67,88,28.000000000000004,18,36
41-9012,2000,2000,Models,1,Marketing,No formal educational credential,None,32730,Faster than average,0,5,32,0,0,0,0,5,7.000000000000001,0,0,0,0,0,0,4,2,59,21,13,0,9,0,0,0,0,50,11,1,9,0,11,10,12,0,0,0,0,50,92,15,18,28.999999999999996,57.99999999999999,13,17,0,0,27,0,35,13,0,0,28.999999999999996,23,0,11,20,61,44,39,0,0,0,0,0,9,13,0,13,37,0,1,2,0,38,0,0,28.000000000000004,16,0,0,28.000000000000004,37,39,37,20,21,39,28.999999999999996,0,46,51,19,23,40,4,4,73
41-9021,48460,48460,Real Estate Brokers,1,Marketing,High school diploma or equivalent,None,62010,Slower than average,7.000000000000001,14.000000000000002,52,0,0,0,0,0,0,13,14.000000000000002,0,0,0,0,6,6,54,36,7.000000000000001,0,0,0,0,24,1,15,38,8,91,5,32,72,25,23,42,43,30,100,92,55.00000000000001,54,87,82,36,52,46,51,76,70,59,61,0,9,5,0,0,65,59,100,76,51,45,18,35,17,43,30,39,0,23,12,1,3,9,15,19,0,27,0,43,49,38,44,0,0,0,0,0,25,0,0,3,2,3,23,34,23,2,16
41-9022,175920,175920,Real Estate Sales Agents,1,Marketing,High school diploma or equivalent,Moderate-term on-the-job training,48340,Slower than average,9,18,45,0,0,0,0,21,9,9,18,15,33,0,10,16,4,71,55.00000000000001,25,13,14.000000000000002,16,13,39,0,19,34,6,87,1,32,57.99999999999999,49,35,41,44,39,99,99,55.00000000000001,56.99999999999999,72,66,45,55.00000000000001,50,50,82,80,67,76,0,20,21,11,18,65,62,100,76,48,50,23,27,28.000000000000004,46,43,43,13,23,20,4,8,4,17,30,17,28.999999999999996,8,46,46,35,42,0,0,0,7.000000000000001,5,25,5,7.000000000000001,11,3,17,24,44,33,12,40
41-9031,59550,59550,Sales Engineers,1,Marketing,Bachelor's degree,Moderate-term on-the-job training,103710,Average,27,39,59,0,11,0,0,30,25,0,19,0,0,0,0,12,0,36,28.999999999999996,0,0,0,0,0,28.000000000000004,5,12,9,16,25,5,20,18,19,26,42,43,37,100,91,54,60,92,81,55.00000000000001,60,69,31,76,70,38,82,0,28.999999999999996,21,25,0,43,69,96,62,46,0,60,43,50,54,52,52,0,52,23,23,43,4,24,28.000000000000004,0,0,0,39,45,23,47,0,0,0,0,0,0,0,0,16,8,8,44,37,28.000000000000004,8,24
41-9041,115130,115130,Telemarketers,1,Marketing,No formal educational credential,Short-term on-the-job training,28910,Decline,0,20,43,0,0,0,0,21,13,0,0,0,0,0,0,12,5,77,22,0,0,0,0,0,11,0,4,2,1,1,0,1,0,0,0,9,0,8,100,100,95,46,69,69,28.000000000000004,38,34,14.000000000000002,43,62,27,60,0,0,0,0,0,27,36,27,70,65,0,0,0,14.000000000000002,9,13,11,0,63,13,0,0,28.999999999999996,0,16,0,0,0,40,10,0,25,0,0,0,0,0,11,0,0,5,2,0,57.99999999999999,20,9,1,0
41-9091,7860,7860,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",1,Marketing,No formal educational credential,Short-term on-the-job training,29390,Decline,9,16,41,0,0,0,0,11,0,7.000000000000001,0,0,0,0,0,6,7.000000000000001,67,26,0,0,0,0,0,26,0,16,18,2,45,0,21,16,20,18,36,31,34,89,87,43,39,93,51,22,32,34,26,60,64,61,65,0,0,0,0,0,53,36,87,49,26,0,0,0,16,16,28.999999999999996,23,0,36,12,4,10,1,8,45,0,11,0,33,7.000000000000001,18,68,0,0,0,5,0,27,0,0,14.000000000000002,7.000000000000001,6,20,52,18,13,21
43-1011,1443630,1443630,First-Line Supervisors of Office and Administrative Support Workers,1,Business Management & Administration,High school diploma or equivalent,None,60590,Decline,14.000000000000002,36,56.99999999999999,0,0,0,0,30,7.000000000000001,7.000000000000001,20,21,16,0,0,6,9,47,52,0,0,0,0,0,14.000000000000002,1,3,5,5,8,0,9,5,2,18,49,55.00000000000001,55.00000000000001,98,93,54,61,75,88,45,67,55.00000000000001,35,70,41,44,37,0,0,13,9,0,72,61,89,81,52,0,21,0,28.000000000000004,39,41,39,0,35,18,4,10,3,32,37,0,0,0,32,0,14.000000000000002,26,0,9,5,9,9,13,7.000000000000001,0,13,3,6,54,28.999999999999996,17,4,36
43-2011,48190,48190,"Switchboard Operators, Including Answering Service",1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,30150,Decline,7.000000000000001,7.000000000000001,36,0,0,0,0,30,25,13,21,14.000000000000002,12,12,0,19,30,63,54,0,0,0,0,0,19,0,17,13,1,5,0,2,4,2,14.000000000000002,21,22,23,94,98,74,60,93,82,36,51,53,15,66,22,60,26,0,27,7.000000000000001,27,0,55.00000000000001,43,71,87,74,0,0,0,11,20,25,20,0,57.99999999999999,37,4,2,34,22,28.000000000000004,0,0,0,37,0,0,13,0,0,0,0,0,7.000000000000001,0,0,17,1,5,74,13,15,5,24
43-2021,3870,3870,Telephone Operators,1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,37630,Decline,9,11,39,0,0,0,0,39,21,0,0,0,0,0,0,8,12,68,38,0,0,0,0,0,23,0,31,0,0,1,0,0,0,0,0,12,12,0,100,98,99,47,95,67,37,40,39,0,79,18,37,14.000000000000002,0,20,0,21,16,37,28.999999999999996,19,93,97,0,0,0,0,20,23,20,13,79,27,0,0,57.99999999999999,9,16,0,0,0,50,23,0,11,0,0,0,0,0,0,0,0,2,0,0,84,16,2,0,0
43-3011,212900,212900,Bill and Account Collectors,1,Finance,High school diploma or equivalent,Moderate-term on-the-job training,37700,Decline,0,0,50,0,0,0,0,25,7.000000000000001,0,0,0,0,0,0,10,8,45,30,0,0,0,0,0,0,0,2,3,0,13,0,2,4,0,0,19,26,12,91,98,91,64,74,63,23,48,36,45,74,0,27,22,0,7.000000000000001,0,11,0,57.99999999999999,60,74,76,83,0,0,0,28.999999999999996,37,39,37,0,28.000000000000004,12,1,0,2,0,12,0,0,0,32,0,0,19,0,0,0,0,0,9,0,0,7.000000000000001,0,0,42,19,17,4,11
43-3021,429080,429080,Billing and Posting Clerks,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Moderate-term on-the-job training,38330,Slower than average,17,0,42,0,0,0,0,30,12,0,0,0,0,0,0,6,15,59,43,0,0,0,0,0,0,1,20,5,1,4,0,1,9,2,0,18,0,0,92,94,59,42,61,79,42,68,56.99999999999999,40,60,24,63,23,0,13,0,13,0,67,52,78,90,91,0,0,0,0,37,41,37,0,54,31,1,1,15,0,28.999999999999996,0,0,0,23,0,0,4,0,0,0,0,0,0,0,0,13,8,6,66,30,23,6,17
43-3031,1509370,1509370,"Bookkeeping, Accounting, and Auditing Clerks",1,Business Management & Administration,"Some college, no degree",Moderate-term on-the-job training,45560,Decline,5,5,52,0,0,0,0,34,25,13,0,0,0,0,0,2,4,44,25,0,0,0,0,0,0,0,11,14.000000000000002,1,13,0,9,10,3,0,27,46,22,95,87,42,50,65,73,35,59,56.00000000000001,48,63,21,44,14.000000000000002,0,25,0,25,0,69,55.00000000000001,98,92,91,0,0,0,18,48,55.00000000000001,55.00000000000001,0,49,13,0,3,7.000000000000001,20,21,0,0,0,18,14.000000000000002,9,22,0,0,0,0,7.000000000000001,18,0,0,13,1,5,79,27,25,1,13
43-3041,11140,11140,Gambling Cage Workers,1,Hospitality & Tourism,High school diploma or equivalent,Short-term on-the-job training,29360,Much faster than average,0,0,43,0,0,0,0,30,28.999999999999996,5,11,0,0,0,0,23,16,77,41,0,0,5,0,0,10,0,38,9,0,1,0,11,0,0,9,21,25,11,71,99,77,53,89,85,31,42,45,27,69,31,67,35,0,27,16,28.999999999999996,0,33,40,20,87,79,0,0,0,14.000000000000002,41,43,34,0,63,26,0,1,26,28.000000000000004,48,0,0,0,23,0,13,22,7.000000000000001,25,16,16,9,37,21,7.000000000000001,32,3,12,69,77,28.999999999999996,6,32
43-3051,149290,149290,Payroll and Timekeeping Clerks,1,Business Management & Administration,High school diploma or equivalent,Moderate-term on-the-job training,47610,Decline,9,5,50,0,0,0,0,25,9,11,10,0,0,0,0,5,7.000000000000001,37,37,0,0,0,0,0,0,0,4,17,0,1,0,1,5,5,0,44,38,17,98,82,51,55.00000000000001,52,73,43,71,45,40,56.00000000000001,0,23,9,0,7.000000000000001,0,9,0,77,50,98,97,98,0,0,0,17,43,46,46,0,42,27,3,9,6,17,15,0,0,0,26,0,16,15,0,0,0,0,0,13,0,0,16,1,7.000000000000001,68,20,15,4,10
43-3061,61930,61930,Procurement Clerks,1,Business Management & Administration,High school diploma or equivalent,Moderate-term on-the-job training,45150,Decline,7.000000000000001,18,45,0,0,0,0,0,7.000000000000001,0,18,11,0,0,0,11,10,51,34,0,0,0,0,0,39,0,14.000000000000002,15,2,8,2,17,7.000000000000001,5,0,32,45,0,99,97,49,62,84,90,30,59,52,34,65,33,25,30,0,5,0,0,0,75,53,100,89,85,14.000000000000002,14.000000000000002,13,47,34,30,41,0,33,24,3,15,14.000000000000002,16,32,0,18,0,37,15,21,10,0,0,0,0,0,11,0,0,10,3,8,36,24,26,9,24
43-3071,364210,364210,Tellers,1,Finance,High school diploma or equivalent,Short-term on-the-job training,36310,Decline,0,0,43,0,0,0,0,34,30,23,26,17,15,0,0,32,34,76,43,0,0,0,0,0,13,2,19,2,10,6,3,4,6,5,19,21,38,26,97,99,73,59,77,88,51,63,56.00000000000001,35,61,38,67,55.00000000000001,0,28.999999999999996,27,30,13,51,50,96,95,93,0,12,0,17,39,45,43,14.000000000000002,78,19,3,1,22,44,41,0,0,0,18,0,0,36,0,11,11,21,13,28.999999999999996,11,7.000000000000001,30,14.000000000000002,13,89,64,32,5,33
43-4011,39980,39980,Brokerage Clerks,1,Finance,High school diploma or equivalent,Moderate-term on-the-job training,54000,Decline,25,11,52,0,0,0,0,37,23,0,0,0,0,0,0,3,1,68,23,0,0,0,0,0,21,0,8,4,0,0,0,0,0,0,0,33,0,0,100,96,46,55.00000000000001,86,84,43,56.00000000000001,45,40,66,49,17,32,0,23,0,23,0,46,56.99999999999999,100,93,88,0,0,0,0,50,54,43,0,55.00000000000001,19,0,0,18,0,0,0,0,0,32,0,0,8,0,0,0,0,0,0,0,0,8,3,2,61,34,18,0,8
43-4021,7060,7060,Correspondence Clerks,1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,37920,Decline,7.000000000000001,13,56.99999999999999,0,0,0,0,37,0,28.999999999999996,0,0,0,0,0,4,3,43,30,0,0,0,0,0,18,0,15,11,0,13,1,19,0,0,0,31,24,27,95,93,47,50,87,84,45,55.00000000000001,51,39,74,15,30,25,0,0,0,0,0,75,43,94,85,82,0,0,0,24,34,37,36,0,34,26,5,20,15,17,28.999999999999996,0,0,0,28.000000000000004,12,10,22,0,0,0,0,0,14.000000000000002,0,0,12,3,6,48,28.999999999999996,22,8,21
43-4031,150170,150170,"Court, Municipal, and License Clerks",1,Government & Public Administration,High school diploma or equivalent,Long-term on-the-job training,44610,Average,0,0,52,0,0,0,0,28.000000000000004,16,0,11,0,0,0,0,23,11,59,30,0,0,0,0,0,0,1,21,13,0,10,1,8,8,4,0,36,27,0,92,95,69,60,84,78,35,55.00000000000001,46,36,68,0,60,0,0,19,0,15,0,81,52,85,86,82,0,0,0,0,28.999999999999996,27,28.000000000000004,0,52,28.000000000000004,0,2,12,20,31,0,0,0,28.000000000000004,0,0,31,0,0,0,0,0,0,0,0,28.000000000000004,9,14.000000000000002,64,32,22,3,17
43-4041,16820,16820,"Credit Authorizers, Checkers, and Clerks",1,Finance,High school diploma or equivalent,Moderate-term on-the-job training,44710,Decline,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,10,0,62,24,0,0,11,0,0,0,2,49,20,0,11,0,26,4,4,0,0,40,0,100,97,71,78,92,91,48,57.99999999999999,57.99999999999999,54,69,47,0,0,0,0,0,0,0,63,48,96,93,83,0,0,0,0,0,28.999999999999996,26,0,34,18,4,1,8,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,15,2,7.000000000000001,72,22,22,7.000000000000001,0
43-4051,2787070,2787070,Customer Service Representatives,1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,36920,Decline,9,11,46,0,0,0,0,32,13,0,15,0,0,0,0,14.000000000000002,5,57.99999999999999,36,0,0,0,0,0,13,1,9,14.000000000000002,1,10,1,14.000000000000002,12,3,0,13,28.999999999999996,22,100,96,57.99999999999999,43,76,69,48,62,50,34,75,31,48,36,0,14.000000000000002,0,21,0,56.99999999999999,56.99999999999999,87,85,83,0,0,0,15,30,30,30,0,47,11,3,1,11,20,28.999999999999996,0,0,0,38,20,0,21,0,0,0,0,0,0,0,0,6,4,2,60,21,12,1,20
43-4061,151340,151340,"Eligibility Interviewers, Government Programs",1,Government & Public Administration,High school diploma or equivalent,Moderate-term on-the-job training,47420,Slower than average,7.000000000000001,0,55.00000000000001,0,0,0,0,27,18,0,0,0,36,15,0,25,30,56.00000000000001,47,0,0,0,0,0,23,0,7.000000000000001,24,1,23,0,6,9,4,15,38,24,19,96,94,62,54,86,71,54,56.00000000000001,42,23,82,12,65,19,0,16,0,18,0,63,49,89,80,75,0,0,0,21,25,32,36,0,67,30,1,1,14.000000000000002,15,26,0,30,0,33,15,35,31,0,0,0,0,0,11,0,0,15,3,4,66,22,27,5,12
43-4071,85460,85460,File Clerks,1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,36360,Decline,9,16,45,0,0,0,0,41,28.999999999999996,28.999999999999996,20,0,28.000000000000004,24,0,12,19,47,39,0,0,0,0,0,28.999999999999996,0,1,2,0,6,0,1,2,1,20,26,30,21,100,87,56.00000000000001,45,72,83,30,56.00000000000001,49,39,54,21,33,23,0,16,21,28.999999999999996,0,69,55.00000000000001,90,90,67,0,0,0,38,30,28.999999999999996,28.999999999999996,0,21,28.999999999999996,0,6,15,31,60,0,30,0,44,0,0,16,16,25,16,28.999999999999996,9,27,18,9,21,2,14.000000000000002,51,27,28.999999999999996,10,36
